4.000000000000000000e+02,4.103999999999999773e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.888000000000000114e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.888000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,5.111999999999999886e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.896000000000000227e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.896000000000000227e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.896000000000000227e+02
5.000000000000000000e+02,5.111999999999999886e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
6.000000000000000000e+02,5.903999999999999773e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,5.903999999999999773e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,6.192000000000000455e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.047999999999999545e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,7.127999999999999545e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,8.136000000000000227e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,8.280000000000000000e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.847999999999999545e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.992000000000000455e+02
9.000000000000000000e+02,9.072000000000000455e+02
9.000000000000000000e+02,9.000000000000000000e+02
9.000000000000000000e+02,9.000000000000000000e+02
9.000000000000000000e+02,9.000000000000000000e+02
9.000000000000000000e+02,9.000000000000000000e+02
9.000000000000000000e+02,8.927999999999999545e+02
9.000000000000000000e+02,8.856000000000000227e+02
9.000000000000000000e+02,9.000000000000000000e+02
9.000000000000000000e+02,8.783999999999999773e+02
9.000000000000000000e+02,9.287999999999999545e+02
9.000000000000000000e+02,8.927999999999999545e+02
9.000000000000000000e+02,8.783999999999999773e+02
9.000000000000000000e+02,9.072000000000000455e+02
9.000000000000000000e+02,9.143999999999999773e+02
9.000000000000000000e+02,9.216000000000000227e+02
9.000000000000000000e+02,9.072000000000000455e+02
9.000000000000000000e+02,9.000000000000000000e+02
9.000000000000000000e+02,8.927999999999999545e+02
9.000000000000000000e+02,8.927999999999999545e+02
9.000000000000000000e+02,8.927999999999999545e+02
1.000000000000000000e+03,1.000799999999999955e+03
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,1.000799999999999955e+03
1.000000000000000000e+03,9.863999999999999773e+02
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,1.000799999999999955e+03
1.000000000000000000e+03,1.000799999999999955e+03
1.000000000000000000e+03,9.863999999999999773e+02
1.000000000000000000e+03,9.936000000000000227e+02
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,9.936000000000000227e+02
1.000000000000000000e+03,9.936000000000000227e+02
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,9.936000000000000227e+02
1.000000000000000000e+03,1.008000000000000000e+03
1.000000000000000000e+03,9.792000000000000455e+02
1.000000000000000000e+03,1.000799999999999955e+03
1.000000000000000000e+03,1.000799999999999955e+03
1.100000000000000000e+03,1.108799999999999955e+03
1.100000000000000000e+03,1.094400000000000091e+03
1.100000000000000000e+03,1.087200000000000045e+03
1.100000000000000000e+03,1.108799999999999955e+03
1.100000000000000000e+03,1.094400000000000091e+03
1.100000000000000000e+03,1.101599999999999909e+03
1.100000000000000000e+03,1.087200000000000045e+03
1.100000000000000000e+03,1.101599999999999909e+03
1.100000000000000000e+03,1.101599999999999909e+03
1.100000000000000000e+03,1.087200000000000045e+03
1.100000000000000000e+03,1.101599999999999909e+03
1.100000000000000000e+03,1.108799999999999955e+03
1.100000000000000000e+03,1.108799999999999955e+03
1.100000000000000000e+03,1.108799999999999955e+03
1.100000000000000000e+03,1.087200000000000045e+03
1.100000000000000000e+03,1.087200000000000045e+03
1.100000000000000000e+03,1.087200000000000045e+03
1.100000000000000000e+03,1.116000000000000000e+03
1.100000000000000000e+03,1.094400000000000091e+03
1.100000000000000000e+03,1.108799999999999955e+03
1.200000000000000000e+03,1.202400000000000091e+03
1.200000000000000000e+03,1.209599999999999909e+03
1.200000000000000000e+03,1.216799999999999955e+03
1.200000000000000000e+03,1.209599999999999909e+03
1.200000000000000000e+03,1.209599999999999909e+03
1.200000000000000000e+03,1.224000000000000000e+03
1.200000000000000000e+03,1.209599999999999909e+03
1.200000000000000000e+03,1.180799999999999955e+03
1.200000000000000000e+03,1.195200000000000045e+03
1.200000000000000000e+03,1.195200000000000045e+03
1.200000000000000000e+03,1.188000000000000000e+03
1.200000000000000000e+03,1.209599999999999909e+03
1.200000000000000000e+03,1.209599999999999909e+03
1.200000000000000000e+03,1.195200000000000045e+03
1.200000000000000000e+03,1.188000000000000000e+03
1.200000000000000000e+03,1.188000000000000000e+03
1.200000000000000000e+03,1.180799999999999955e+03
1.200000000000000000e+03,1.195200000000000045e+03
1.200000000000000000e+03,1.202400000000000091e+03
