4.000000000000000000e+02,4.103999999999999773e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.888000000000000114e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.888000000000000114e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.888000000000000114e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,4.031999999999999886e+02
4.000000000000000000e+02,3.960000000000000000e+02
4.000000000000000000e+02,3.960000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,5.040000000000000000e+02
5.000000000000000000e+02,4.968000000000000114e+02
5.000000000000000000e+02,4.968000000000000114e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,5.903999999999999773e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,5.903999999999999773e+02
6.000000000000000000e+02,6.047999999999999545e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,5.903999999999999773e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,5.903999999999999773e+02
6.000000000000000000e+02,6.120000000000000000e+02
6.000000000000000000e+02,5.976000000000000227e+02
6.000000000000000000e+02,6.047999999999999545e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.840000000000000000e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,7.127999999999999545e+02
7.000000000000000000e+02,7.127999999999999545e+02
7.000000000000000000e+02,6.983999999999999773e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.912000000000000455e+02
7.000000000000000000e+02,7.056000000000000227e+02
7.000000000000000000e+02,6.983999999999999773e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,8.136000000000000227e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.920000000000000000e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,8.136000000000000227e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,7.992000000000000455e+02
8.000000000000000000e+02,8.063999999999999773e+02
8.000000000000000000e+02,7.920000000000000000e+02
9.000000000000000000e+02,9.072000000000000455e+02
9.000000000000000000e+02,9.143999999999999773e+02
